,dominant_topic,month
1499,9,2022-04
1500,7,2022-07
1501,9,2021-12
1502,3,2021-07
1503,0,2021-05
1504,7,2020-11
1505,10,2020-11
1506,4,2022-04
1507,7,2021-07
1508,10,2020-11
1509,7,2021-01
1510,0,2021-11
1511,8,2021-01
1512,0,2021-01
1513,6,2021-08
1514,7,2021-01
1515,2,2021-03
1516,6,2021-01
1517,2,2020-08
1518,0,2022-08
1519,7,2021-09
1520,4,2021-07
1521,0,2021-12
1522,8,2021-01
1523,8,2021-10
1524,10,2021-01
1525,0,2021-04
1526,7,2021-03
1527,3,2021-08
1528,6,2021-10
1529,10,2021-04
1530,3,2021-07
1531,3,2021-08
1532,4,2021-02
1533,9,2021-06
1534,7,2021-02
1535,8,2021-02
1536,0,2021-10
1537,6,2021-10
1538,9,2021-12
1539,4,2021-05
1540,6,2020-11
1541,7,2021-07
1542,11,2021-02
1543,2,2021-12
1544,0,2021-09
1545,3,2022-01
1546,2,2020-12
1547,0,2021-01
1548,4,2021-07
1549,7,2021-09
1550,6,2021-01
1551,4,2021-01
1552,7,2022-03
1553,2,2021-10
1554,6,2021-10
1555,2,2021-02
1556,7,2021-02
1557,1,2021-06
1558,2,2021-05
1559,5,2021-10
1560,3,2021-05
1561,7,2021-03
1562,6,2020-08
1563,4,2021-01
1564,10,2021-02
1565,8,2022-01
1566,10,2021-02
1567,2,2021-01
1568,8,2021-03
1569,4,2021-05
1570,2,2021-07
1571,6,2022-10
1572,7,2021-01
1573,5,2021-07
1574,7,2022-07
1575,4,2021-01
1576,4,2021-02
1577,0,2021-01
1578,6,2022-05
1579,5,2022-02
1580,10,2021-01
1581,1,2021-08
1582,6,2021-02
1583,3,2021-10
1584,6,2021-02
1585,10,2021-06
1586,6,2020-08
1587,5,2021-06
1588,4,2022-10
1589,8,2021-08
1590,6,2022-05
1591,2,2021-01
1592,9,2020-12
1593,7,2021-06
1594,7,2021-07
1595,2,2021-04
1596,9,2021-08
1597,9,2021-07
1598,9,2021-04
1599,10,2021-12
1600,10,2021-03
1601,8,2021-07
1602,0,2020-11
1603,6,2021-07
1604,0,2022-03
1605,8,2020-11
1606,2,2021-03
1607,4,2021-02
1608,3,2021-10
1609,9,2021-01
1610,0,2021-08
1611,6,2021-02
1612,2,2021-08
1613,11,2021-01
1614,4,2021-09
1615,2,2021-01
1616,7,2021-03
1617,0,2021-01
1618,1,2021-12
1619,11,2021-02
1620,8,2021-09
1621,0,2021-08
1622,10,2021-02
1623,2,2021-01
1624,0,2020-12
1625,0,2021-12
1626,8,2021-08
1627,4,2022-01
1628,2,2021-05
1629,0,2021-08
1630,4,2021-02
1631,3,2021-04
1632,11,2022-06
1633,11,2021-11
1634,6,2020-11
1635,6,2021-01
1636,10,2022-12
1637,7,2022-01
1638,9,2021-10
1639,4,2021-01
1640,4,2020-11
1641,5,2022-04
1642,9,2021-07
1643,4,2021-10
1644,6,2021-07
1645,7,2021-02
1646,7,2021-06
1647,11,2021-12
1648,10,2021-01
1649,3,2021-07
1650,11,2021-06
1651,3,2021-01
1652,0,2021-05
1653,0,2021-03
1654,2,2021-03
1655,7,2021-12
1656,2,2021-02
1657,2,2021-01
1658,1,2021-07
1659,9,2021-10
1660,6,2020-08
1661,8,2021-10
1662,3,2021-02
1663,0,2021-04
1664,0,2021-03
1665,10,2021-04
1666,2,2021-10
1667,6,2021-08
1668,5,2022-04
1669,5,2021-07
1670,11,2021-03
1671,4,2021-02
1672,4,2021-12
1673,3,2021-08
1674,4,2021-08
1675,0,2021-02
1676,3,2022-01
1677,1,2022-07
1678,3,2021-04
1679,0,2022-05
1680,2,2021-01
1681,3,2021-07
1682,8,2021-06
1683,3,2021-01
1684,0,2020-09
1685,8,2021-05
1686,7,2021-01
1687,4,2022-02
1688,4,2021-08
1689,6,2021-02
1690,4,2021-05
1691,4,2020-12
1692,3,2021-02
1693,10,2021-01
1694,4,2021-10
1695,3,2021-12
1696,1,2021-03
1697,7,2021-06
1698,1,2021-01
1699,3,2021-09
1700,3,2021-07
1701,4,2020-11
1702,4,2022-08
1703,6,2021-02
1704,10,2021-05
1705,10,2021-05
1706,10,2021-02
1707,8,2021-01
1708,11,2020-11
1709,2,2021-02
1710,9,2021-05
1711,0,2022-12
1712,0,2021-12
1713,4,2021-03
1714,9,2021-06
1715,8,2022-05
1716,3,2020-08
1717,2,2021-01
1718,3,2021-03
1719,6,2021-07
1720,4,2021-01
1721,5,2021-12
1722,10,2020-11
1723,2,2021-08
1724,6,2021-07
1725,11,2021-01
1726,4,2021-10
1727,0,2021-04
1728,2,2021-10
1729,4,2021-12
1730,6,2020-09
1731,7,2021-04
1732,6,2021-06
1733,2,2021-04
1734,9,2021-07
1735,0,2021-10
1736,10,2021-01
1737,4,2021-04
1738,7,2021-12
1739,10,2021-05
1740,6,2021-03
1741,2,2021-01
1742,0,2021-07
1743,6,2021-06
1744,4,2021-02
1745,0,2021-10
1746,5,2021-11
1747,5,2022-11
1748,2,2021-09
1749,4,2021-01
1750,4,2020-09
1751,7,2021-08
1752,6,2020-12
1753,2,2021-05
1754,3,2021-02
1755,10,2021-03
1756,6,2021-12
1757,8,2021-08
1758,10,2022-11
1759,4,2020-11
1760,3,2022-07
1761,0,2021-03
1762,4,2020-12
1763,8,2021-02
1764,3,2021-01
1765,9,2021-07
1766,9,2021-06
1767,4,2022-10
1768,5,2021-07
1769,0,2021-07
1770,2,2020-09
1771,10,2021-01
1772,0,2020-04
1773,11,2021-01
1774,11,2021-07
1775,10,2020-12
1776,9,2022-01
1777,0,2021-12
1778,3,2021-01
1779,0,2020-12
1780,8,2021-01
1781,10,2021-08
1782,3,2021-11
1783,6,2021-01
1784,7,2021-10
1785,5,2022-09
1786,1,2021-09
1787,1,2021-12
1788,0,2020-12
1789,4,2021-12
1790,4,2021-07
1791,2,2020-10
1792,11,2021-09
1793,3,2021-02
1794,6,2021-04
1795,6,2020-12
1796,11,2021-08
1797,5,2022-03
1798,6,2021-04
1799,4,2021-08
1800,0,2021-10
1801,2,2021-12
1802,6,2020-09
1803,11,2020-10
1804,6,2021-11
1805,10,2021-02
1806,1,2021-08
1807,6,2021-07
1808,10,2022-06
1809,9,2022-12
1810,3,2021-08
1811,0,2021-02
1812,7,2021-01
1813,7,2020-12
1814,10,2022-10
1815,10,2021-07
1816,7,2021-02
1817,11,2021-08
1818,10,2021-03
1819,10,2021-01
1820,4,2021-09
1821,6,2021-02
1822,8,2021-07
1823,8,2021-12
1824,11,2021-01
1825,4,2021-01
1826,11,2021-01
1827,11,2021-07
1828,11,2021-11
1829,9,2021-08
1830,0,2021-08
1831,3,2021-09
1832,11,2021-07
1833,0,2021-03
1834,4,2020-09
1835,4,2021-01
1836,2,2021-05
1837,2,2021-07
1838,6,2021-07
1839,0,2021-03
1840,4,2022-09
1841,10,2021-03
1842,6,2021-01
1843,4,2021-06
1844,9,2021-05
1845,7,2021-03
1846,1,2021-12
1847,0,2021-05
1848,7,2021-08
1849,0,2021-01
1850,10,2020-11
1851,9,2021-12
1852,10,2021-06
1853,11,2021-09
1854,4,2021-11
1855,0,2021-12
1856,6,2021-01
1857,0,2021-01
1858,10,2021-05
1859,10,2021-01
1860,6,2021-05
1861,10,2021-01
1862,0,2021-04
1863,10,2021-01
1864,10,2021-12
1865,0,2021-04
1866,11,2021-08
1867,4,2021-03
1868,1,2021-07
1869,7,2021-08
1870,6,2021-07
1871,7,2021-07
1872,9,2021-02
1873,6,2021-07
1874,0,2021-05
1875,2,2021-01
1876,6,2021-02
1877,8,2021-06
1878,0,2021-09
1879,11,2021-02
1880,3,2021-02
1881,0,2021-05
1882,6,2021-07
1883,10,2022-09
1884,2,2021-07
1885,4,2021-02
1886,8,2021-06
1887,3,2021-01
1888,7,2021-12
1890,2,2021-10
1891,11,2021-01
1892,6,2022-07
1893,3,2021-08
1894,11,2021-09
1895,5,2021-04
1896,2,2020-09
1897,7,2021-06
1898,0,2020-12
1899,9,2020-09
1900,4,2021-11
1901,2,2021-06
1902,2,2021-03
1903,8,2021-03
1904,0,2021-03
1905,7,2021-01
1906,3,2021-07
1907,9,2021-08
1908,0,2021-05
1909,2,2021-01
1910,3,2021-07
1911,2,2021-08
1912,6,2022-08
1913,8,2021-12
1914,0,2021-03
1915,8,2021-03
1916,10,2021-08
1917,10,2021-12
1918,6,2021-03
1919,6,2021-08
1920,2,2022-11
1921,4,2022-06
1922,1,2021-02
1923,11,2021-02
1924,8,2021-08
1925,11,2021-02
1926,8,2021-05
1927,4,2021-07
1928,2,2021-06
1929,4,2021-07
1930,10,2021-01
1931,6,2021-05
1932,1,2021-08
1933,8,2021-02
1934,7,2021-03
1935,4,2021-01
1936,4,2021-02
1937,3,2021-01
1938,10,2021-10
1939,5,2021-09
1940,4,2021-08
1941,7,2021-11
1942,8,2021-01
1943,9,2021-04
1944,6,2021-03
1945,0,2021-03
1946,6,2021-08
1947,7,2021-03
1948,1,2021-09
1949,6,2021-05
1950,4,2021-02
1951,7,2021-12
1952,9,2021-03
1953,3,2021-10
1954,3,2021-07
1955,4,2021-11
1956,8,2021-02
1957,9,2021-06
1958,0,2022-10
1959,2,2021-08
1960,11,2021-01
1961,0,2021-08
1962,4,2022-10
1963,10,2021-09
1964,3,2021-02
1965,7,2021-06
1966,9,2021-11
1967,1,2021-04
1968,11,2021-08
1969,1,2021-09
1970,10,2021-07
1971,6,2021-07
1972,6,2021-01
1973,5,2021-10
1974,0,2022-05
1975,11,2021-07
1976,11,2021-11
1977,0,2021-03
1978,10,2021-10
1979,4,2021-08
1980,10,2021-02
1981,3,2021-05
1982,9,2021-01
1983,2,2021-07
1984,0,2021-07
1985,9,2022-08
1986,7,2021-06
1987,4,2021-11
1988,1,2021-11
1989,3,2022-05
1990,6,2021-02
1991,6,2021-04
1992,9,2021-01
1993,7,2022-12
1994,5,2022-04
1995,3,2021-09
1996,11,2020-10
1997,7,2021-07
1998,11,2021-10
1999,11,2020-09
2000,7,2022-10
2001,1,2021-12
2002,6,2021-10
2003,5,2022-04
2004,9,2021-02
2005,7,2021-02
2006,0,2021-11
2007,11,2021-01
2008,2,2021-01
2009,5,2021-02
2010,8,2021-02
2011,4,2021-07
2012,11,2022-05
2013,0,2021-02
2014,3,2021-01
2015,7,2021-11
2016,0,2020-12
2017,3,2021-07
2018,4,2021-06
2019,2,2020-12
2020,0,2021-12
2021,11,2021-05
2022,11,2021-08
2023,0,2021-04
2024,5,2021-07
2025,9,2021-04
2026,11,2021-02
2027,1,2021-04
2028,2,2022-04
2029,2,2021-01
2030,2,2021-07
2031,6,2021-01
2032,3,2021-03
2033,3,2021-07
2034,3,2021-02
2035,3,2021-04
2036,2,2021-10
2037,0,2022-02
2038,3,2021-07
2039,5,2022-03
2041,3,2020-12
2042,8,2021-04
2043,2,2020-11
2045,8,2022-07
2046,11,2022-10
2047,7,2021-07
2048,4,2021-05
2049,8,2021-10
2050,6,2021-12
2051,5,2022-07
2052,0,2021-03
2053,11,2020-12
2054,8,2021-01
2055,6,2021-01
2056,5,2022-01
2057,11,2021-08
2058,0,2021-04
2059,9,2022-11
2060,11,2021-01
2061,6,2021-09
2062,2,2021-04
2063,11,2021-04
2064,8,2021-10
2065,6,2021-10
2066,2,2020-09
2067,7,2021-03
2068,9,2021-10
2069,5,2021-08
2070,8,2021-07
2071,0,2021-12
2072,6,2021-02
2073,11,2021-03
2074,2,2021-11
2075,4,2021-12
2076,3,2022-01
2077,8,2021-08
2078,8,2021-01
2079,3,2022-03
2080,9,2021-09
2081,0,2021-03
2082,11,2021-05
2083,7,2022-12
2084,3,2021-02
2085,6,2022-04
2086,3,2021-05
2087,6,2021-07
2088,6,2021-01
2089,5,2022-12
2090,9,2021-03
2091,4,2021-02
2092,10,2021-10
2093,0,2021-01
2094,6,2021-01
2095,11,2021-01
2096,0,2021-05
2097,6,2021-01
2098,8,2021-05
2099,8,2021-01
2100,11,2021-11
2101,10,2021-12
2102,6,2020-11
2103,10,2021-01
2104,4,2020-09
2105,2,2021-02
2106,2,2021-09
2107,1,2020-12
2108,2,2021-10
2109,2,2020-08
2110,6,2021-08
2111,11,2021-12
2112,2,2021-01
2113,3,2021-08
2114,10,2021-03
2115,7,2021-01
2116,10,2021-02
2117,8,2021-01
2118,11,2021-08
2119,7,2021-02
2120,3,2022-02
2121,5,2022-05
2122,8,2022-04
2123,0,2021-01
2124,5,2022-09
2125,6,2022-06
2126,10,2021-05
2127,6,2021-02
2128,4,2021-07
2129,8,2021-10
2130,9,2021-05
2131,1,2021-02
2132,8,2021-03
2133,11,2021-02
2134,4,2020-11
2135,11,2021-03
2136,8,2021-12
2137,8,2021-01
2138,4,2021-05
2139,1,2021-08
2140,1,2021-02
2141,7,2020-12
2142,3,2021-05
2143,11,2021-03
2144,3,2021-01
2145,8,2021-03
2146,8,2022-08
2147,3,2021-05
2148,10,2021-02
2149,10,2021-07
2150,4,2021-11
2151,7,2021-02
2152,4,2021-05
2153,2,2021-03
2154,3,2021-01
2155,7,2022-02
2156,8,2022-10
2157,10,2020-12
2158,5,2021-06
2159,2,2021-12
2160,10,2021-01
2161,2,2021-04
2162,6,2021-08
2163,3,2021-02
2164,6,2020-11
2165,0,2020-12
2166,10,2021-09
2167,10,2021-01
2168,6,2022-12
2169,8,2021-05
2170,11,2022-05
2171,11,2022-09
2172,11,2021-07
2173,0,2021-01
2174,11,2022-03
2175,8,2021-01
2176,9,2021-10
2177,2,2021-02
2178,7,2020-11
2179,3,2021-12
2180,4,2021-08
2181,5,2021-10
2182,6,2022-05
2183,7,2021-02
2184,2,2021-09
2185,5,2022-01
2186,3,2021-07
2187,9,2021-05
2188,6,2021-08
2189,10,2021-11
2190,9,2021-07
2191,10,2022-11
2192,0,2021-01
2193,0,2021-11
2194,3,2021-10
2195,0,2020-11
2196,7,2021-04
2197,7,2021-11
2198,0,2021-11
2199,4,2021-05
2200,3,2021-10
2201,7,2022-02
2202,11,2021-08
2203,9,2021-01
2204,1,2021-03
2205,5,2022-06
2206,0,2021-08
2207,7,2021-02
2208,3,2020-11
2209,6,2021-04
2210,3,2021-06
2211,10,2021-03
2212,0,2021-03
2213,10,2021-02
2214,0,2021-03
2216,0,2021-02
2217,8,2021-10
2218,11,2022-05
2219,6,2021-08
2220,8,2021-05
2221,2,2021-07
2222,2,2020-11
2223,8,2021-04
2224,5,2022-03
2225,2,2021-07
2226,3,2020-12
2227,6,2021-01
2228,10,2022-04
2229,4,2022-07
2230,6,2020-08
2231,0,2021-02
2232,2,2021-08
2233,1,2021-07
2234,0,2021-02
2235,1,2020-12
2236,10,2021-03
2237,10,2021-05
2238,4,2021-05
2239,8,2021-01
2240,6,2020-10
2241,10,2021-01
2242,9,2020-12
2243,3,2021-11
2244,3,2020-08
2245,6,2021-03
2246,5,2021-11
2247,0,2021-12
2248,8,2021-05
2249,8,2021-01
2250,0,2021-01
2251,10,2021-08
2252,8,2020-12
2253,11,2021-07
2254,2,2021-03
2255,7,2021-03
2256,7,2021-06
2257,7,2021-08
2258,9,2021-12
2259,0,2021-02
2260,0,2021-01
2261,10,2021-01
2262,9,2022-01
2263,8,2021-03
2264,6,2021-11
2265,2,2021-02
2266,2,2020-12
2267,2,2020-11
2268,6,2020-08
2269,0,2021-05
2270,3,2021-08
2271,0,2021-01
2272,3,2021-02
2273,9,2020-12
2274,10,2021-07
2275,5,2022-07
2276,2,2022-04
2277,2,2020-11
2278,7,2021-06
2279,7,2021-09
2280,1,2021-01
2281,4,2022-09
2282,7,2021-01
2283,1,2021-06
2284,0,2021-10
2285,4,2021-04
2286,8,2022-04
2287,4,2022-04
2288,0,2020-12
2289,8,2021-10
2290,11,2021-07
2291,0,2021-01
2292,0,2021-05
2293,11,2021-01
2294,2,2020-11
2295,1,2021-02
2296,4,2021-01
2297,9,2021-01
2298,11,2021-08
2299,10,2021-12
2300,11,2021-05
2301,8,2021-02
2302,10,2021-01
2303,8,2021-03
2304,6,2021-02
2305,9,2021-12
2306,2,2021-07
2307,0,2020-12
2308,11,2021-05
2309,7,2021-08
2310,10,2021-02
2311,3,2021-07
2312,2,2021-02
2313,11,2021-06
2314,10,2022-03
2315,1,2021-06
2316,4,2022-05
2317,4,2021-01
2318,6,2022-05
2319,3,2021-07
2320,0,2021-01
2321,4,2022-11
2322,3,2022-01
2323,2,2021-11
2324,6,2022-10
2325,8,2021-09
2326,7,2021-07
2327,8,2021-01
2328,1,2021-08
2329,2,2021-08
2330,10,2021-01
2331,4,2021-07
2332,3,2021-07
2333,4,2021-04
2334,2,2021-11
2335,0,2021-10
2336,0,2021-07
2337,10,2022-12
2338,9,2021-10
2339,6,2021-11
2340,3,2021-04
2341,7,2021-11
2342,10,2021-01
2343,8,2021-07
2344,0,2021-07
2345,2,2021-07
2346,3,2021-01
2347,4,2022-06
2348,6,2021-11
2349,5,2022-04
2350,3,2021-08
2351,6,2021-01
2352,7,2021-01
2353,11,2022-02
2354,0,2021-05
2355,0,2021-06
2356,9,2021-12
2357,4,2021-12
2358,7,2020-12
2359,2,2021-02
2360,10,2021-01
2361,4,2021-06
2362,0,2021-04
2363,7,2021-07
2364,9,2021-07
2365,11,2021-01
2366,5,2021-09
2367,4,2020-11
2368,11,2022-11
2369,0,2021-12
2370,10,2021-01
2371,11,2021-09
2372,9,2021-10
2373,11,2021-01
2374,0,2021-02
2375,2,2021-08
2376,10,2021-02
2377,3,2021-03
2378,10,2021-04
2379,7,2021-01
2380,10,2021-12
2381,0,2021-10
2382,11,2020-11
2383,0,2022-04
2384,6,2020-12
2385,0,2021-11
2386,11,2021-07
2387,4,2021-04
2388,8,2021-08
2389,10,2021-01
2390,10,2021-01
2391,1,2021-08
2392,7,2021-12
2393,3,2021-02
2394,5,2022-11
2395,7,2021-05
2396,5,2021-08
2397,3,2021-12
2398,5,2021-12
2399,1,2021-05
2400,2,2021-10
2401,4,2021-08
2402,0,2021-11
2403,11,2021-12
2404,11,2021-01
2405,2,2021-11
2406,10,2022-11
2407,3,2021-05
2408,7,2021-01
2409,2,2021-01
2410,7,2021-08
2411,7,2021-04
2412,0,2021-05
2413,10,2021-03
2414,0,2021-09
2415,1,2020-09
2416,4,2021-07
2417,2,2021-02
2418,6,2020-05
2419,6,2021-01
2420,9,2022-09
2421,0,2021-10
2422,8,2021-02
2423,4,2021-12
2424,8,2021-01
2425,0,2021-08
2426,3,2020-09
2427,0,2021-10
2428,6,2021-01
2429,3,2020-09
2430,4,2021-08
2431,0,2021-05
2432,6,2021-01
2433,2,2021-08
2434,5,2021-08
2435,8,2021-08
2436,8,2020-08
2437,2,2022-01
2438,10,2021-02
2439,3,2021-02
2440,9,2021-10
2441,11,2021-03
2442,3,2021-01
2443,2,2021-01
2444,6,2020-12
2445,11,2021-02
2446,6,2020-09
2447,7,2022-10
2448,8,2021-01
2449,9,2022-09
2450,11,2021-02
2451,3,2021-01
2452,7,2021-11
2453,3,2021-03
2454,0,2021-02
2455,11,2021-02
2456,5,2022-01
2457,11,2021-03
2458,10,2021-09
2459,0,2021-06
2460,8,2020-08
2461,10,2020-12
2462,6,2020-12
2463,7,2022-09
2464,8,2021-08
2465,11,2021-01
2466,5,2022-04
2467,9,2021-03
2468,6,2021-07
2469,10,2021-03
2470,0,2021-01
2471,5,2022-12
2472,4,2020-11
2473,10,2021-02
2474,10,2021-04
2475,3,2021-01
2476,8,2021-10
2477,7,2021-01
2478,2,2022-08
2479,3,2021-12
2480,7,2021-10
2481,7,2021-11
2482,2,2021-02
2483,11,2021-10
2484,9,2021-08
2485,0,2021-06
2486,0,2021-04
2487,9,2020-08
2488,0,2021-11
2489,1,2021-08
2490,3,2021-09
2491,3,2021-03
2492,10,2021-01
2493,8,2022-09
2494,6,2021-10
2495,2,2021-12
2496,4,2021-09
2497,10,2021-02
2498,5,2022-03
2499,10,2021-03
2500,0,2021-11
2501,0,2021-01
2502,5,2022-03
2503,7,2021-02
2504,2,2021-07
2505,2,2021-05
2506,1,2021-05
2507,6,2021-04
2508,5,2021-08
2509,6,2021-09
2510,10,2021-01
2511,6,2021-10
2512,5,2021-10
2513,2,2021-01
2514,2,2021-02
2515,0,2020-12
2516,3,2021-06
2517,6,2021-02
2518,4,2021-08
2519,11,2021-01
2520,0,2021-12
2521,0,2021-03
2522,3,2020-12
2523,6,2021-03
2524,1,2022-02
2525,8,2021-06
2526,4,2021-04
2527,6,2021-09
2528,6,2021-12
2529,10,2021-01
2530,3,2022-05
2531,11,2021-06
2532,7,2021-07
2533,4,2021-11
2534,3,2021-01
2535,1,2021-01
2536,4,2021-08
2537,8,2021-02
2538,2,2021-10
2539,6,2021-02
2540,11,2021-07
2541,6,2021-02
2542,8,2021-02
2543,9,2021-07
2544,3,2021-10
2545,11,2021-02
2546,7,2021-02
2547,4,2021-05
2548,5,2021-07
2549,1,2021-05
2550,9,2021-10
2551,9,2021-01
2552,2,2020-12
2553,11,2021-08
2554,8,2021-02
2555,5,2021-03
2556,6,2021-08
2557,2,2021-12
2558,0,2021-11
2559,0,2021-03
2560,5,2021-11
2561,2,2021-01
2562,5,2022-03
2563,3,2020-12
2564,6,2021-01
2565,7,2021-01
2566,0,2021-06
2567,6,2021-02
2568,5,2021-10
2569,3,2021-07
2570,0,2022-11
2571,4,2021-07
2572,6,2021-01
2573,1,2021-01
2574,0,2021-01
2575,5,2022-02
2576,1,2021-03
2577,10,2020-09
2578,4,2021-03
2579,8,2021-06
2580,11,2021-03
2581,11,2022-09
2582,7,2021-03
2583,11,2021-12
2584,1,2021-06
2585,7,2021-08
2586,8,2021-05
2587,8,2021-03
2588,10,2021-09
2589,10,2021-08
2590,4,2021-04
2591,5,2021-08
2592,2,2021-03
2593,8,2021-01
2594,7,2021-04
2595,4,2021-03
2596,3,2021-02
2597,11,2021-02
2598,0,2021-09
2599,0,2021-06
2600,8,2021-08
2601,9,2022-09
2602,5,2021-04
2603,6,2021-02
2604,6,2021-12
2605,11,2021-12
2606,6,2021-12
2607,10,2021-04
2608,7,2021-02
2609,5,2021-08
2610,5,2021-10
2611,3,2021-06
2612,4,2021-01
2613,1,2021-03
2614,3,2021-09
2615,0,2021-11
2616,6,2021-01
2617,10,2021-01
2618,6,2022-08
2619,11,2021-06
2620,8,2021-05
2621,10,2021-02
2622,4,2021-02
2623,3,2022-03
2624,2,2021-05
2625,4,2021-03
2626,6,2021-11
2627,0,2021-03
2628,11,2021-11
2629,6,2021-01
2630,8,2021-07
2631,3,2022-12
2632,6,2021-10
2633,6,2021-01
2634,2,2021-01
2635,10,2021-01
2636,6,2020-11
2637,10,2021-02
2638,7,2021-03
2639,0,2021-05
2640,8,2021-11
2641,4,2021-09
2642,10,2020-12
2643,0,2022-11
2644,4,2021-06
2645,7,2021-06
2646,3,2021-02
2647,2,2021-01
2648,11,2021-10
2649,0,2021-10
2650,1,2021-10
2651,2,2020-09
2652,10,2021-07
2653,8,2021-12
2654,8,2021-03
2655,4,2021-01
2656,10,2021-12
2657,10,2021-04
2658,10,2021-01
2659,3,2021-01
2660,7,2021-03
2661,4,2022-06
2662,0,2021-05
2663,10,2021-01
2664,5,2021-10
2665,6,2021-07
2666,11,2021-02
2667,1,2021-12
2668,2,2021-05
2669,0,2021-11
2670,10,2021-07
2671,9,2021-04
2672,1,2021-01
2673,11,2021-08
2674,8,2021-07
2675,8,2021-02
2676,4,2022-06
2677,2,2021-05
2678,9,2021-07
2679,1,2021-12
2680,5,2022-03
2681,5,2021-11
2682,0,2021-03
2683,2,2021-05
2684,10,2021-02
2685,0,2021-01
2686,2,2020-08
2687,11,2021-04
2688,4,2021-01
2689,6,2021-06
2690,8,2021-09
2691,0,2020-11
2692,3,2021-09
2693,8,2022-05
2694,11,2021-07
2695,7,2020-12
2696,7,2021-03
2697,2,2021-09
2698,9,2022-09
2699,2,2021-09
2700,2,2021-01
2701,0,2021-07
2702,6,2021-08
2703,6,2021-01
2704,2,2022-08
2705,8,2021-07
2706,2,2020-11
2707,7,2021-12
2708,8,2020-12
2709,6,2021-12
2710,2,2021-08
2711,8,2021-10
2712,0,2020-10
2713,6,2021-07
2714,3,2022-08
2715,5,2022-03
2716,7,2022-03
2717,11,2021-01
2718,6,2022-01
2719,6,2021-06
2720,2,2021-03
2721,4,2021-11
2722,4,2022-12
2723,0,2021-02
2724,11,2021-12
2725,4,2021-07
2726,0,2021-03
2727,11,2021-06
2728,3,2021-01
2729,10,2020-11
2730,6,2021-01
2731,0,2021-11
2732,10,2021-03
2733,6,2021-07
2734,7,2022-01
2735,2,2021-07
2736,0,2021-08
2737,6,2021-08
2738,6,2022-09
2739,3,2020-12
2740,2,2021-12
2741,1,2021-02
2742,3,2021-08
2743,7,2021-01
2744,6,2020-12
2745,10,2021-01
2746,3,2021-07
2747,11,2021-08
2748,8,2021-01
2749,9,2021-07
2750,4,2020-12
2751,2,2021-05
2752,11,2021-09
2753,2,2021-11
2754,11,2021-02
2755,2,2021-08
2756,10,2021-01
2757,8,2022-11
2758,11,2021-08
2759,6,2021-12
2760,11,2021-11
2761,11,2021-11
2762,3,2021-01
2763,11,2021-12
2764,8,2021-12
2765,11,2020-09
2766,3,2022-01
2767,8,2021-01
2768,3,2020-11
2769,4,2022-07
2770,3,2021-07
2771,6,2020-09
2772,7,2021-02
2773,6,2021-08
2774,7,2022-04
2775,5,2021-11
2776,0,2021-06
2777,9,2022-08
2778,10,2022-08
2779,11,2021-11
2780,3,2021-05
2781,0,2021-01
2782,11,2021-10
2783,0,2021-01
2784,2,2021-01
2785,9,2022-02
2786,2,2021-05
2787,5,2021-05
2788,2,2021-02
2789,1,2021-08
2790,10,2022-01
2791,3,2021-05
2792,0,2022-10
2793,3,2020-12
2794,1,2022-07
2795,3,2021-07
2796,8,2022-05
2797,6,2021-01
2798,10,2021-02
2799,4,2021-11
2800,5,2021-03
2801,3,2022-01
2802,10,2022-01
2803,0,2021-02
2804,9,2021-03
2805,4,2021-07
2806,6,2021-05
2807,0,2021-01
2808,10,2021-03
2809,6,2021-04
2810,8,2021-05
2811,11,2021-02
2812,11,2021-06
2813,10,2021-12
2814,6,2021-02
2815,7,2021-08
2816,3,2021-05
2817,0,2021-03
2818,9,2021-09
2819,6,2021-10
2820,0,2021-11
2821,9,2021-12
2822,6,2021-07
2823,8,2021-05
2824,0,2021-10
2825,9,2021-01
2826,11,2021-08
2827,0,2021-11
2828,3,2020-12
2829,0,2021-04
2830,8,2021-11
2831,4,2020-11
2832,6,2021-05
2833,5,2021-05
2834,11,2021-07
2835,11,2021-12
2836,1,2021-10
2837,3,2021-12
2838,6,2022-09
2839,10,2021-02
2840,0,2021-01
2841,0,2021-02
2842,11,2021-07
2843,8,2021-10
2844,2,2021-04
2845,3,2021-11
2846,3,2020-12
2847,0,2021-01
2848,4,2021-12
2849,11,2021-02
2850,0,2021-05
2851,6,2021-10
2852,4,2021-01
2853,8,2021-02
2854,0,2021-06
2855,3,2021-12
2856,7,2021-05
2857,5,2021-07
2858,0,2021-01
2859,2,2021-07
2860,7,2021-12
2861,2,2020-12
2862,4,2021-08
2863,7,2022-09
2864,11,2022-11
2865,2,2021-01
2866,4,2020-07
2867,7,2022-10
2868,0,2021-11
2869,4,2021-03
2870,0,2021-04
2871,6,2021-02
2872,3,2021-06
2873,0,2021-08
2874,1,2021-09
2875,10,2021-04
2876,1,2021-03
2877,9,2022-02
2878,6,2021-01
2879,6,2021-01
2880,1,2021-01
2881,7,2020-08
2882,9,2020-11
2883,0,2021-03
2884,7,2021-08
2885,0,2021-07
2886,11,2021-03
2887,8,2021-05
2888,7,2021-06
2889,6,2021-01
2890,5,2022-09
2891,3,2021-07
2892,9,2021-08
2893,11,2021-07
2894,7,2021-01
2895,6,2021-07
2896,5,2022-01
2897,8,2021-10
2898,0,2021-01
2899,2,2021-08
2900,7,2021-04
2901,4,2021-01
